,v1,v2
2094,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
2655,ham,Great! I have to run now so ttyl!
3482,ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
1034,ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
4764,ham,if you text on your way to cup stop that should work. And that should be BUS
931,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
5087,ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
2902,ham,Tell me pa. How is pain de.
633,ham,Got it. Seventeen pounds for seven hundred ml ‰ÛÒ hope ok.
2451,ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
498,ham,"Kate jackson rec center before 7ish, right?"
4935,ham,K..k.:)congratulation ..
415,ham,Whatsup there. Dont u want to sleep
2698,spam,FROM 88066 LOST å£12 HELP
2855,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
3727,ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
1426,ham,Ok...
757,ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
1194,ham,Ok... C ya...
1041,ham,I'm in class. Will holla later
1777,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
2572,ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
2699,ham,Oh baby of the house. How come you dont have any new pictures on facebook
2168,ham,Thx. All will be well in a few months
596,ham,Gud mrng dear have a nice day
1919,ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
2763,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2807,ham,Yes princess! I want to catch you with my big strong hands...
652,ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
5151,ham,No problem with the renewal. I.ll do it right away but i dont know his details.
3024,ham,"What part of \don't initiate\"" don't you understand"""
3271,ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
4113,ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
1406,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
1618,ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
75,ham,I am waiting machan. Call me once you free.
1964,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
3336,ham,I AM AT THE GAS STATION. GO THERE.
3842,ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
5358,ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
4510,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
2410,ham,Ok... Thanx... Gd nite 2 Ì_ too...
2988,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
2164,ham,"Nothing really, just making sure everybody's up to speed"
3085,ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
1010,ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
1029,ham,"Its good, we'll find a way"
1745,ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
828,ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
1345,ham,Que pases un buen tiempo or something like that
96,ham,Watching telugu movie..wat abt u?
3807,ham,Mm you ask him to come its enough :-)
4279,spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
2977,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
1200,ham,Otherwise had part time job na-tuition..
621,ham,Good words.... But words may leave u in dismay many times.
566,ham,Oooh bed ridden ey? What are YOU thinking of?
543,ham,4 oclock at mine. Just to bash out a flat plan.
4100,spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd
51,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
4820,ham,Im good! I have been thinking about you...
3039,ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
745,ham,Dunno he jus say go lido. Same time 930.
3940,spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
1480,ham,Have you always been saying welp?
5314,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
195,ham,Gud mrng dear hav a nice day
2559,ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
1302,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
3297,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
802,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
3717,ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
4638,ham,Of course. I guess god's just got me on hold right now.
1322,ham,Oh just getting even with u.... u?
3674,ham,Whos this am in class:-)
4248,ham,Loosu go to hospital. De dont let it careless.
3611,ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
4605,ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
4031,ham,I'm very happy for you babe ! Woo hoo party on dude!
644,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‰Û÷re in b‰Û÷ham. Have a jolly good rest of week
1488,ham,Tell them no need to investigate about me anywhere.
4181,spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
1864,ham,You call him now ok i said call him
120,spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
4486,ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
3226,ham,Wife.how she knew the time of murder exactly
2024,ham,U having lunch alone? I now so bored...
4482,ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
4329,ham,i thought we were doing a king of the hill thing there.
3929,ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
3656,ham,Studying. But i.ll be free next weekend.
3023,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
4857,ham,Ok...
2815,ham,Genius what's up. How your brother. Pls send his number to my skype.
134,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
3038,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
1918,ham,Is fujitsu s series lifebook good?
3456,ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
4681,ham,"Haha yeah, 2 oz is kind of a shitload"
1578,ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
1788,ham,Arun can u transfr me d amt
511,ham,Prabha..i'm soryda..realy..frm heart i'm sory
62,ham,Its a part of checking IQ
3724,ham,Nothing spl..wat abt u and whr ru?
2890,ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
3372,ham,"Looks like you found something to do other than smoke, great job!"
3213,ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
1973,ham,I had askd u a question some hours before. Its answer
122,spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
2298,ham,Dont pick up d call when something important is There to tell. Hrishi
3560,spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
4844,ham,Missing you too.pray inshah allah
4722,ham,HELLO PEACH! MY CAKE TASTS LUSH!
1210,ham,Guessin you ain't gonna be here before 9?
567,ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
3651,ham,"Probably not, still going over some stuff here"
3942,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
864,ham,Dude ive been seeing a lotta corvettes lately
4224,ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\"""
3893,spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
4443,ham,COME BACK TO TAMPA FFFFUUUUUUU
1741,ham,I can do that! I want to please you both inside and outside the bedroom...
2618,ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
720,ham,Oh is it? Send me the address
3349,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
